"Date","Secondary Sales USD"
"2018-04-21",21856709.03
"2018-04-22",21891764.2
"2018-04-23",21936756.18
"2018-04-24",21990887.81
"2018-04-25",22057918.61
"2018-04-26",22094879.46
"2018-04-27",22132101.03
"2018-04-28",22156588.68
"2018-04-29",22198826.29
"2018-04-30",22278750.16
"2018-05-01",22327945.35
"2018-05-02",22403637.75
"2018-05-03",22455407
"2018-05-04",22506653.66
"2018-05-05",22564704.45
"2018-05-06",22595548.41
"2018-05-07",22626666
"2018-05-08",22678612.55
"2018-05-09",22708091.34
"2018-05-10",22741088.81
"2018-05-11",22791780.58
"2018-05-12",22813238.77
"2018-05-13",22841703.11
"2018-05-14",22852312.83
"2018-05-15",22862830.34
"2018-05-16",22887841.69
"2018-05-17",22910700.63
"2018-05-18",22926258.55
"2018-05-19",22943903.6
"2018-05-20",22976562.37
"2018-05-21",22989495.23
"2018-05-22",23001919.13
"2018-05-23",23013820.35
"2018-05-24",23025903.75
"2018-05-25",23055992.29
"2018-05-26",23073799.14
"2018-05-27",23087508.91
"2018-05-28",23113161.73
"2018-05-29",23124549.33
"2018-05-30",23152625.87
"2018-05-31",23173834.05
"2018-06-01",23187760.61
"2018-06-02",23213364.59
"2018-06-03",23224710.15
"2018-06-04",23247847.87
"2018-06-05",23283393.43
"2018-06-06",23319587.85
"2018-06-07",23354121.47
"2018-06-08",23397801.56
"2018-06-09",23412864.45
"2018-06-10",23435460.25
"2018-06-11",23457817.22
"2018-06-12",23476598.47
"2018-06-13",23504353.24
"2018-06-14",23535669.2
"2018-06-15",23559875.29
"2018-06-16",23573697.07
"2018-06-17",23613819.51
"2018-06-18",23686711.18
"2018-06-19",23757346.58
"2018-06-20",23786847.59
"2018-06-21",23829294.88
"2018-06-22",23856493.94
"2018-06-23",23886375.24
"2018-06-24",23921736.27
"2018-06-25",23942428.09
"2018-06-26",23968944.82
"2018-06-27",23990516.36
"2018-06-28",24017621.25
"2018-06-29",24058304.65
"2018-06-30",24078308.51
"2018-07-01",24087084.16
"2018-07-02",24098811.77
"2018-07-03",24116916.84
"2018-07-04",24211294.41
"2018-07-05",24228194.34
"2018-07-06",24237085.65
"2018-07-07",24242761.16
"2018-07-08",24251060.18
"2018-07-09",24265480.59
"2018-07-10",24285211.71
"2018-07-11",24311589.99
"2018-07-12",24334892.99
"2018-07-13",24361863.47
"2018-07-14",24369174.26
"2018-07-15",24385712.3
"2018-07-16",24423428.75
"2018-07-17",24449476.41
"2018-07-18",24477668.36
"2018-07-19",24502650.87
"2018-07-20",24518646.92
"2018-07-21",24533092.2
"2018-07-22",24571243.57
"2018-07-23",24598989.39
"2018-07-24",24640963.64
"2018-07-25",24664489.17
"2018-07-26",24689388.72
"2018-07-27",24721839.2
"2018-07-28",24737522.48
"2018-07-29",24751121.62
"2018-07-30",24787020.82
"2018-07-31",24804184.78
"2018-08-01",24821896.66
"2018-08-02",24842787.59
"2018-08-03",24875054.91
"2018-08-04",24918726.23
"2018-08-05",24965391.55
"2018-08-06",25001582.43
"2018-08-07",25046213.56
"2018-08-08",25068836.84
"2018-08-09",25085363.65
"2018-08-10",25099286.19
"2018-08-11",25112677.63
"2018-08-12",25125817.51
"2018-08-13",25146496.13
"2018-08-14",25174195.11
"2018-08-15",25199569.55
"2018-08-16",25215468.88
"2018-08-17",25243651.89
"2018-08-18",25292470.03
"2018-08-19",25322726.7
"2018-08-20",25345467.62
"2018-08-21",25378865.73
"2018-08-22",25401838.05
"2018-08-23",25459867.32
"2018-08-24",25501112.88
"2018-08-25",25527565.86
"2018-08-26",25543911.93
"2018-08-27",25580457.29
"2018-08-28",25622799.96
"2018-08-29",25652889.59
"2018-08-30",25678174.16
"2018-08-31",25711086.38
"2018-09-01",25737371.39
"2018-09-02",25758686.26
"2018-09-03",25797824.06
"2018-09-04",25997882.63
"2018-09-05",26062753.36
"2018-09-06",26091955.94
"2018-09-07",26134362.04
"2018-09-08",26208839.09
"2018-09-09",26263507.66
"2018-09-10",26391428.41
"2018-09-11",26446493.29
"2018-09-12",26568092.18
"2018-09-13",26711982.94
"2018-09-14",26839805.66
"2018-09-15",26930114.62
"2018-09-16",27092420.7
"2018-09-17",27142896.01
"2018-09-18",27218403.43
"2018-09-19",27318742.87
"2018-09-20",27399310.05
"2018-09-21",27463353.37
"2018-09-22",27487411.3
"2018-09-23",27670190.08
"2018-09-24",27733391.66
"2018-09-25",27772699.55
"2018-09-26",27820825.67
"2018-09-27",27872878.87
"2018-09-28",27904507.32
"2018-09-29",27971740.85
"2018-09-30",27998744.02
"2018-10-01",28049136.59
"2018-10-02",28115870.3
"2018-10-03",28255177.57
"2018-10-04",28350908.06
"2018-10-05",28433568.79
"2018-10-06",28492600.7
"2018-10-07",28557349.01
"2018-10-08",28603970.65
"2018-10-09",28662598.71
"2018-10-10",28731874.01
"2018-10-11",28841613.82
"2018-10-12",28983054.67
"2018-10-13",29094323.45
"2018-10-14",29147378.1
"2018-10-15",29228760.01
"2018-10-16",29265845.84
"2018-10-17",29332947.35
"2018-10-18",29408667.8
"2018-10-19",29464348
"2018-10-20",29503296.81
"2018-10-21",29532116.49
"2018-10-22",29704819.12
"2018-10-23",29785074.45
"2018-10-24",29861069.85
"2018-10-25",29895567.27
"2018-10-26",29928390
"2018-10-27",29966094.2
"2018-10-28",30011081.9
"2018-10-29",30059523.09
"2018-10-30",30173573.46
"2018-10-31",30198216.37
"2018-11-01",30267706
"2018-11-02",30337104.64
"2018-11-03",30368440.06
"2018-11-04",30405687.11
"2018-11-05",30659887.74
"2018-11-06",30736880.57
"2018-11-07",30825785.14
"2018-11-08",30919795.62
"2018-11-09",30980191.88
"2018-11-10",31022594.28
"2018-11-11",31211126.28
"2018-11-12",31277572.44
"2018-11-13",31396118.87
"2018-11-14",31516805.66
"2018-11-15",31604322.12
"2018-11-16",31670920.71
"2018-11-17",31697796.02
"2018-11-18",31740497.8
"2018-11-19",31828544.84
"2018-11-20",31875400.09
"2018-11-21",31899699.43
"2018-11-22",31938174.54
"2018-11-23",31991036.63
"2018-11-24",32028989.13
"2018-11-25",32037508.39
"2018-11-26",32069426.6
"2018-11-27",32103189.71
"2018-11-28",32120384.86
"2018-11-29",32201928.46
"2018-11-30",32226719.19
"2018-12-01",32259638.68
"2018-12-02",32301465.4
"2018-12-03",32319566.64
"2018-12-04",32344276.09
"2018-12-05",32387643.19
"2018-12-06",32411869.91
"2018-12-07",32430815.99
"2018-12-08",32490199
"2018-12-09",32525285.64
"2018-12-10",32545793.2
"2018-12-11",32707154.97
"2018-12-12",32748779.95
"2018-12-13",32776480.86
"2018-12-14",32804737.73
"2018-12-15",32832059.82
"2018-12-16",32851766.79
"2018-12-17",32877297.89
"2018-12-18",32910088.05
"2018-12-19",32952981.26
"2018-12-20",33014909.52
"2018-12-21",33196029.87
"2018-12-22",33305828.23
"2018-12-23",33404302.78
"2018-12-24",33462472.86
"2018-12-25",33522721.35
"2018-12-26",33543251.48
"2018-12-27",33566127.72
"2018-12-28",33620750.18
"2018-12-29",33639729.12
"2018-12-30",33688855.26
"2018-12-31",33743430.39
"2019-01-01",33759265.74
"2019-01-02",33782221.35
"2019-01-03",33818340.09
"2019-01-04",33858989.02
"2019-01-05",33884749.85
"2019-01-06",33918221.11
"2019-01-07",33946294.99
"2019-01-08",33995152.23
"2019-01-09",34031911.91
"2019-01-10",34068084.92
"2019-01-11",34114881.56
"2019-01-12",34175981.57
"2019-01-13",34257717.61
"2019-01-14",34337617.84
"2019-01-15",34364238.94
"2019-01-16",34414795.07
"2019-01-17",34453929.34
"2019-01-18",34503568.45
"2019-01-19",34535345.38
"2019-01-20",34592418.76
"2019-01-21",34613566.45
"2019-01-22",34630241.04
"2019-01-23",34651187.58
"2019-01-24",34667587.62
"2019-01-25",34704079.03
"2019-01-26",34722235.71
"2019-01-27",34763297.88
"2019-01-28",34807687.4
"2019-01-29",34825953.57
"2019-01-30",34850112.03
"2019-01-31",34870253.05
"2019-02-01",34892007.47
"2019-02-02",34922188.09
"2019-02-03",34951196.68
"2019-02-04",34977621.83
"2019-02-05",35028732.16
