,Date,Average USD,Primary Sales USD,Primary Sales,Secondary Sales USD,Secondary Sales,Sales USD,Number of Sales,Unique Buyers,Unique Sellers,Active Market Wallets
1173,2020-09-07,24.81,57532344.32,3145897,63378772.06,1727187,120911116.39,4873084,160648,71161,174004.0
1174,2020-09-08,24.83,57614113.72,3146833,63411771.54,1727687,121025885.26,4874520,160787,71173,174100.0
1175,2020-09-09,24.85,57713147.39,3147762,63458332.05,1728229,121171479.44,4875991,160953,71176,174270.0
1176,2020-09-10,24.87,57794028.24,3148507,63509944.49,1728710,121303972.73,4877217,161112,71222,174456.0
1177,2020-09-11,24.91,57906510.5,3149334,63615024.31,1729276,121521534.81,4878610,161262,71243,174622.0
1178,2020-09-12,24.94,57992384.37,3150195,63716757.51,1729787,121709141.88,4879982,161402,71284,174757.0
1179,2020-09-13,24.99,58137218.55,3151213,63830411.17,1730380,121967629.72,4881593,161499,71318,174879.0
1180,2020-09-14,25.04,58248705.69,3151952,63997573.05,1730927,122246278.73,4882879,161522,71375,174907.0
1181,2020-09-15,25.12,58470221.5,3154151,64243530.11,1731704,122713751.61,4885855,161836,71412,175246.0
1182,2020-09-16,25.14,58606976.15,3156086,64308602.06,1732473,122915578.21,4888559,162095,71465,175527.0
1183,2020-09-17,25.17,58695613.84,3157397,64390885.69,1732673,123086499.53,4890070,162292,71465,175742.0
1184,2020-09-18,25.24,58978164.11,3159703,64533963.59,1733604,123512127.69,4893307,162539,71522,176017.0
1185,2020-09-19,25.29,59140085.13,3160635,64675893.37,1734533,123815978.49,4895168,162677,71559,176127.0
1186,2020-09-20,25.37,59399717.61,3161775,64833167.23,1735720,124232884.83,4897495,163020,71608,176376.0
1187,2020-09-21,25.4,59481293.84,3162613,64965129.6,1736666,124446423.44,4899279,163182,71696,176504.0
1188,2020-09-22,25.5,59874471.61,3164649,65174445.85,1738661,125048917.46,4903310,163635,71729,177004.0
1189,2020-09-23,25.57,60067268.24,3166105,65435660.11,1742120,125502928.36,4908225,164115,71990,177525.0
1190,2020-09-24,25.73,60423092.52,3167603,65940913.65,1743907,126364006.17,4911510,164488,72127,177870.0
1191,2020-09-25,25.84,60677664.73,3168842,66316270.94,1746720,126993935.66,4915562,164826,72227,178261.0
1192,2020-09-26,25.96,61018496.13,3170140,66661929.83,1748331,127680425.97,4918471,165279,72340,178712.0
1193,2020-09-27,26.07,61254290.66,3171517,67056814.53,1750135,128311105.2,4921652,165558,72426,179040.0
1194,2020-09-28,26.27,61473952.34,3172797,67876563.74,1751824,129350516.08,4924621,165784,72535,179302.0
1195,2020-09-29,26.37,61675039.72,3173878,68266935.15,1753183,129941974.87,4927061,165980,72617,179550.0
1196,2020-09-30,26.44,61828971.22,3175140,68508397.57,1754479,130337368.79,4929619,166279,72721,179817.0
1197,2020-10-01,26.51,62025264.56,3176382,68720404.24,1755574,130745668.81,4931956,166521,72735,180084.0
1198,2020-10-02,26.56,62143501.7,3177588,68920901.34,1756829,131064403.04,4934417,166906,72843,180479.0
1199,2020-10-03,26.64,62303790.31,3179551,69225831.77,1758100,131529622.07,4937651,167147,72918,180737.0
1200,2020-10-04,26.7,62435733.29,3181033,69488485.43,1759399,131924218.71,4940432,167421,72996,181049.0
1201,2020-10-05,26.76,62605280.58,3182747,69697047.45,1760516,132302328.03,4943263,167708,73156,181404.0
1202,2020-10-06,26.83,62797909.87,3184502,69896777.28,1762089,132694687.15,4946591,167969,73261,181612.0
1203,2020-10-07,26.89,62957638.13,3185946,70117691.52,1763388,133075329.66,4949334,168120,73383,181838.0
1204,2020-10-08,26.96,63122675.7,3187442,70368618.28,1764443,133491293.98,4951885,168414,73443,182153.0
1205,2020-10-09,27.03,63328811.74,3188964,70577876.97,1765632,133906688.7,4954596,168610,73514,182389.0
1206,2020-10-10,27.09,63540261.03,3190419,70727941.85,1766677,134268202.88,4957096,168736,73584,182543.0
1207,2020-10-11,27.14,63691436.58,3192310,70915014.41,1767911,134606450.98,4960221,168986,73661,182824.0
1208,2020-10-12,27.18,63827254.72,3193860,71085425.69,1768941,134912680.41,4962801,169072,73717,182904.0
1209,2020-10-13,27.23,63999532.48,3195508,71190923.57,1769853,135190456.06,4965361,169294,73762,183131.0
1210,2020-10-14,27.28,64187422.19,3197064,71355921.55,1771033,135543343.74,4968097,169699,73831,183562.0
1211,2020-10-15,27.37,64368572.67,3198552,71660964.73,1772230,136029537.39,4970782,170104,73894,183942.0
1212,2020-10-16,27.41,64504771.84,3200247,71798328.72,1773010,136303100.56,4973257,170255,73987,184122.0
1213,2020-10-17,27.48,64817519.63,3202199,71954792.79,1774442,136772312.42,4976641,170494,74155,184476.0
1214,2020-10-18,27.54,65021916.08,3204128,72097840.47,1775637,137119756.55,4979765,170628,74253,184611.0
1215,2020-10-19,27.61,65144578.78,3205912,72408770.89,1776612,137553349.67,4982524,170896,74291,184900.0
1216,2020-10-20,27.64,65256321.73,3207266,72516260.81,1777490,137772582.54,4984756,171061,74380,185055.0
1217,2020-10-21,27.69,65451549.58,3208516,72639671.24,1778268,138091220.82,4986784,171265,74430,185266.0
1218,2020-10-22,27.78,65691538.49,3209795,72897900.86,1779097,138589439.35,4988892,171415,74495,185475.0
1219,2020-10-23,27.82,65835697.91,3211300,73016373.09,1780616,138852071.0,4991916,171567,74582,185608.0
1220,2020-10-24,27.87,66119082.59,3214269,73148754.32,1782341,139267836.91,4996610,171892,74724,185900.0
1221,2020-10-25,27.91,66276590.51,3218273,73357472.76,1783891,139634063.28,5002164,172151,74813,186158.0
1222,2020-10-26,27.96,66420369.29,3220632,73525180.4,1785253,139945549.68,5005885,172381,74923,186403.0
1223,2020-10-27,27.98,66557630.74,3223381,73599852.7,1786656,140157483.44,5010037,172699,74962,186696.0
1224,2020-10-28,28.01,66737287.78,3225430,73691163.51,1787789,140428451.29,5013219,172883,75024,186888.0
1225,2020-10-29,28.04,66882456.06,3227526,73800217.49,1789100,140682673.54,5016626,173160,75115,187171.0
1226,2020-10-30,28.07,67033393.1,3229879,73900829.14,1790340,140934222.24,5020219,173382,75196,187469.0
1227,2020-10-31,28.11,67224461.78,3233187,74006215.62,1791748,141230677.4,5024935,173709,75330,187733.0
1228,2020-11-01,28.16,67422569.01,3235296,74164218.33,1792780,141586787.34,5028076,173930,75431,188027.0
1229,2020-11-02,28.19,67578969.8,3236814,74233236.62,1793708,141812206.42,5030522,174172,75515,188311.0
1230,2020-11-03,28.24,67832850.7,3238395,74314437.34,1794694,142147288.04,5033089,174399,75612,188519.0
1231,2020-11-04,28.28,68036830.55,3240066,74384651.5,1795678,142421482.05,5035744,174569,75674,188660.0
1232,2020-11-05,28.31,68164196.08,3241721,74463023.24,1796546,142627219.32,5038267,174814,75757,188898.0
1233,2020-11-06,28.39,68403694.34,3243081,74689675.66,1797440,143093370.0,5040521,174967,75837,189049.0
1234,2020-11-07,28.44,68557128.48,3244804,74852007.05,1798345,143409135.53,5043149,175178,75872,189238.0
1235,2020-11-08,28.48,68788998.61,3247197,74940169.58,1799604,143729168.19,5046801,175459,75984,189429.0
1236,2020-11-09,28.51,68940005.86,3249063,75032565.02,1800521,143972570.89,5049584,175756,76027,189782.0
1237,2020-11-10,28.56,69167747.85,3250967,75157830.6,1801687,144325578.45,5052654,175983,76164,190063.0
1238,2020-11-11,28.62,69450982.22,3252807,75266239.15,1802928,144717221.37,5055735,176406,76227,190487.0
1239,2020-11-12,28.73,70272099.43,3268151,75453410.0,1804581,145725509.43,5072732,177608,76331,191559.0
1240,2020-11-13,28.8,70471879.79,3269669,75707193.27,1806439,146179073.05,5076108,177796,76384,191736.0
1241,2020-11-14,28.86,70753110.31,3272026,75876217.66,1808250,146629327.97,5080276,178144,76547,192142.0
1242,2020-11-15,28.91,70945407.2,3273998,76055326.89,1810112,147000734.09,5084110,178429,76636,192432.0
1243,2020-11-16,28.96,71119679.16,3275766,76214022.3,1811445,147333701.45,5087211,178756,76757,192720.0
1244,2020-11-17,29.0,71288582.75,3276951,76325014.67,1812651,147613597.43,5089602,178981,76817,192949.0
1245,2020-11-18,29.05,71463673.04,3278125,76462264.88,1814036,147925937.92,5092161,179268,76899,193316.0
1246,2020-11-19,29.1,71688861.31,3279749,76606005.64,1815456,148294866.95,5095205,179571,77023,193656.0
1247,2020-11-20,29.14,71843514.78,3281007,76723702.57,1816569,148567217.36,5097576,179730,77120,193868.0
1248,2020-11-21,29.26,72309843.81,3282426,76909543.4,1817613,149219387.21,5100039,180000,77173,194176.0
1249,2020-11-22,29.31,72543003.17,3283871,77030062.81,1818710,149573065.98,5102581,180465,77273,194651.0
1250,2020-11-23,29.36,72656038.09,3284854,77225824.3,1819586,149881862.39,5104440,180627,77362,194840.0
1251,2020-11-24,29.39,72765499.05,3285750,77324094.1,1820346,150089593.16,5106096,180772,77394,195009.0
1252,2020-11-25,29.42,72905865.69,3287115,77398011.29,1821135,150303876.98,5108250,180875,77544,195141.0
1253,2020-11-26,29.46,73039104.33,3288319,77482547.52,1821856,150521651.85,5110175,181093,77581,195401.0
1254,2020-11-27,29.5,73292838.15,3291693,77575066.94,1823011,150867905.09,5114704,181584,77697,195890.0
1255,2020-11-28,29.54,73531603.32,3294805,77684424.01,1824083,151216027.34,5118888,181942,77782,196229.0
1256,2020-11-29,29.61,73896064.05,3297335,77780876.39,1825107,151676940.44,5122442,182339,77978,196676.0
1257,2020-11-30,29.65,74029440.5,3298443,77912089.49,1825773,151941529.99,5124216,182462,78042,196820.0
1258,2020-12-01,29.67,74139349.19,3299813,77968249.69,1826561,152107598.87,5126374,182622,78122,196967.0
1259,2020-12-02,29.75,74540038.02,3301814,78052416.79,1827439,152592454.82,5129253,182999,78211,197356.0
1260,2020-12-03,29.78,74697367.38,3303636,78124498.7,1828133,152821866.08,5131769,183167,78302,197542.0
1261,2020-12-04,29.85,75050023.09,3305728,78239444.35,1828994,153289467.43,5134722,183411,78367,197801.0
1262,2020-12-05,29.9,75261945.83,3308244,78368873.57,1829916,153630819.41,5138160,183768,78416,198148.0
1263,2020-12-06,29.95,75511215.21,3310778,78504278.87,1831029,154015494.08,5141807,183878,78551,198239.0
1264,2020-12-07,29.98,75665682.3,3312588,78589818.74,1831969,154255501.04,5144557,184076,78594,198468.0
1265,2020-12-08,30.03,75820368.03,3314110,78742444.47,1832880,154562812.5,5146990,184270,78691,198687.0
1266,2020-12-09,30.05,75951109.06,3315594,78803540.18,1833599,154754649.24,5149193,184492,78786,198949.0
1267,2020-12-10,30.08,76116400.98,3317459,78856512.75,1834381,154972913.74,5151840,184730,78873,199150.0
1268,2020-12-11,30.17,76724980.13,3324608,78944385.57,1835412,155669365.7,5160020,185222,79030,199696.0
1269,2020-12-12,30.2,76905808.62,3327213,79058719.99,1836629,155964528.61,5163842,185493,79174,199972.0
1270,2020-12-13,30.26,77149612.98,3329247,79217354.71,1837712,156366967.68,5166959,185732,79343,200263.0
1271,2020-12-14,30.3,77293281.14,3330973,79331340.37,1838506,156624621.51,5169479,186056,79378,200639.0
1272,2020-12-15,30.32,77391488.25,3332293,79423323.12,1839338,156814811.38,5171631,186212,79442,200818.0
1273,2020-12-16,30.36,77555071.99,3333532,79495469.72,1839969,157050541.71,5173501,186468,79504,201121.0
1274,2020-12-17,30.4,77714942.97,3334341,79587129.47,1840412,157302072.44,5174753,186494,79539,201203.0
1275,2020-12-18,30.44,77909375.87,3336007,79683379.48,1841150,157592755.35,5177157,186841,79629,201556.0
1276,2020-12-19,30.49,78134719.24,3337965,79782936.33,1841837,157917655.57,5179802,187110,79812,201878.0
1277,2020-12-20,30.57,78565596.85,3340051,79893581.84,1842808,158459178.69,5182859,187469,79888,202202.0
1278,2020-12-21,30.63,78724185.01,3341687,80085860.27,1843394,158810045.27,5185081,187592,79936,202345.0
1279,2020-12-22,30.71,78949641.0,3343530,80395800.48,1844343,159345441.48,5187873,187821,80027,202644.0
1280,2020-12-23,30.76,79087992.06,3345012,80540557.06,1844941,159628549.11,5189953,188281,80073,203110.0
1281,2020-12-24,30.82,79292416.26,3346684,80716582.74,1845714,160008999.01,5192398,188611,80181,203518.0
1282,2020-12-25,30.88,79405871.71,3347861,80973100.13,1846455,160378971.84,5194316,188786,80247,203799.0
1283,2020-12-26,30.93,79599286.66,3349464,81133402.0,1847129,160732688.66,5196593,189029,80380,204049.0
1284,2020-12-27,30.99,79777243.1,3351040,81345631.97,1847800,161122875.07,5198840,189275,80488,204386.0
1285,2020-12-28,31.02,79901239.72,3352088,81443395.09,1848456,161344634.81,5200544,189458,80536,204601.0
1286,2020-12-29,31.06,80037510.51,3353256,81543939.85,1849154,161581450.36,5202410,189666,80575,204829.0
1287,2020-12-30,31.12,80160691.65,3354217,81774215.44,1849779,161934907.1,5203996,190047,80617,205108.0
1288,2020-12-31,31.16,80328605.01,3355415,81863932.14,1850286,162192537.16,5205701,190349,80686,205394.0
1289,2021-01-01,31.22,80631143.27,3358224,82014658.28,1851003,162645801.56,5209227,190631,80773,205665.0
1290,2021-01-02,31.26,80782084.28,3359725,82130551.75,1851638,162912636.03,5211363,190850,80857,205885.0
1291,2021-01-03,31.32,80937068.05,3360479,82302593.24,1852094,163239661.29,5212573,190928,80910,206004.0
1292,2021-01-04,31.38,81115338.3,3361357,82491740.95,1852620,163607079.25,5213977,191073,80954,206069.0
1293,2021-01-05,31.49,81303540.28,3362237,82919178.77,1853219,164222719.05,5215456,191219,81011,206234.0
1294,2021-01-06,31.67,81624635.9,3363289,83576746.5,1853784,165201382.4,5217073,191276,81073,206340.0
1295,2021-01-07,31.75,81807790.74,3364079,83878701.56,1854314,165686492.3,5218393,191485,81124,206594.0
1296,2021-01-08,31.85,82082860.13,3365393,84173686.41,1855132,166256546.53,5220525,191597,81161,206710.0
1297,2021-01-09,31.94,82356942.33,3366659,84438392.42,1855812,166795334.75,5222471,191800,81189,206912.0
1298,2021-01-10,32.09,82721387.9,3367733,84923974.11,1856552,167645362.01,5224285,192191,81269,207346.0
1299,2021-01-11,32.14,82859556.29,3368454,85078213.01,1857105,167937769.3,5225559,192238,81308,207387.0
1300,2021-01-12,32.19,82993651.29,3369466,85258814.64,1857771,168252465.93,5227237,192504,81360,207599.0
1301,2021-01-13,32.28,83317880.55,3371113,85488353.95,1858516,168806234.5,5229629,192788,81398,207926.0
1302,2021-01-14,32.35,83650982.52,3373220,85621147.89,1859142,169272130.42,5232362,193140,81454,208306.0
1303,2021-01-15,32.42,83969002.82,3375022,85752493.74,1859802,169721496.56,5234824,193350,81549,208581.0
1304,2021-01-16,32.53,84386175.11,3377864,85999136.09,1860324,170385311.21,5238188,193616,81585,208813.0
1305,2021-01-17,32.61,84664651.35,3379131,86242379.53,1861060,170907030.88,5240191,193735,81685,209018.0
1306,2021-01-18,32.74,84897943.02,3380237,86745204.96,1861972,171643147.98,5242209,193963,81807,209252.0
1307,2021-01-19,32.83,85150728.22,3381154,87012580.48,1862682,172163308.71,5243836,194063,81861,209333.0
1308,2021-01-20,32.93,85408747.53,3382422,87364766.29,1863589,172773513.81,5246011,194206,81930,209483.0
1309,2021-01-21,33.03,85697349.71,3383841,87663543.33,1864388,173360893.04,5248229,194358,81963,209632.0
1310,2021-01-22,33.14,86049555.99,3384980,87941305.73,1865524,173990861.72,5250504,194595,82011,209886.0
1311,2021-01-23,33.41,86331635.7,3386336,89161860.82,1866376,175493496.52,5252712,194779,82038,210057.0
1312,2021-01-24,33.61,86747933.58,3387803,89851746.29,1867293,176599679.86,5255096,195148,82167,210404.0
1313,2021-01-25,33.74,87031970.15,3388893,90317047.11,1868034,177349017.26,5256927,195373,82238,210716.0
1314,2021-01-26,33.87,87355583.94,3390778,90813068.89,1869195,178168652.83,5259973,195647,82299,210994.0
1315,2021-01-27,34.08,87812204.28,3392102,91498722.52,1870114,179310926.79,5262216,195883,82380,211269.0
1316,2021-01-28,34.21,88221288.88,3392899,91830595.13,1870711,180051884.01,5263610,196087,82506,211456.0
1317,2021-01-29,34.42,89108394.95,3394884,92187211.05,1871658,181295606.0,5266542,196394,82605,211715.0
1318,2021-01-30,34.98,91595502.23,3400161,92827029.19,1872665,184422531.42,5272826,197423,82688,212690.0
1319,2021-01-31,36.2,96926156.63,3407348,94267306.53,1873801,191193463.16,5281149,198492,82814,213677.0
1320,2021-02-01,37.66,102883480.28,3411590,96229957.39,1875156,199113437.68,5286746,199361,82994,214603.0
1321,2021-02-02,38.94,104230236.64,3413126,101778759.0,1877330,206008995.64,5290456,199723,83309,214962.0
1322,2021-02-03,39.57,104706780.59,3414003,104720379.05,1878821,209427159.65,5292824,200028,83497,215260.0
1323,2021-02-04,40.26,105248686.78,3414948,107918479.76,1879804,213167166.54,5294752,200176,83656,215453.0
1324,2021-02-05,40.66,105731434.07,3415597,109627037.72,1880695,215358471.79,5296292,200371,83764,215665.0
1325,2021-02-06,41.21,106541749.22,3417457,111843008.97,1881761,218384758.19,5299218,200741,83961,216152.0
1326,2021-02-07,41.67,107368200.13,3418977,113554449.48,1882714,220922649.61,5301691,201128,84071,216510.0
1327,2021-02-08,42.41,109534564.86,3419840,115379284.98,1883490,224913849.84,5303330,201315,84232,216683.0
1328,2021-02-09,42.92,110150575.7,3420439,117535322.4,1884375,227685898.1,5304814,201519,84338,216843.0
1329,2021-02-10,43.24,110673655.83,3420958,118751568.92,1884932,229425224.75,5305890,201688,84399,217038.0
1330,2021-02-11,43.92,111998043.63,3422963,121186318.05,1886526,233184361.67,5309489,202274,84620,217629.0
1331,2021-02-12,44.27,112529825.66,3424946,122651911.12,1887528,235181736.78,5312474,202595,84782,217955.0
1332,2021-02-13,45.03,113887603.72,3426809,125479040.63,1888818,239366644.35,5315627,202874,84936,218254.0
1333,2021-02-14,46.48,115739597.47,3428838,131503602.49,1890688,247243199.95,5319526,203284,85165,218738.0
1334,2021-02-15,47.63,117010117.39,3430450,136517120.87,1892542,253527238.25,5322992,203796,85351,219233.0
1335,2021-02-16,49.25,119668619.65,3433111,142712703.31,1894614,262381322.95,5327725,204457,85625,220011.0
1336,2021-02-17,51.1,121803943.5,3435295,150662223.83,1896537,272466167.33,5331832,204901,85933,220483.0
1337,2021-02-18,52.97,124655344.28,3437186,157935928.01,1898205,282591272.29,5335391,205566,86212,221257.0
1338,2021-02-19,55.12,128535930.98,3439204,165717337.71,1899604,294253268.69,5338808,205763,86513,221706.0
1339,2021-02-20,56.64,131057555.21,3440940,171536561.39,1901147,302594116.59,5342087,206074,86715,222035.0
1340,2021-02-21,59.67,134998818.38,3444712,184100628.86,1903339,319099447.24,5348051,206746,86990,222719.0
1341,2021-02-22,62.55,138947053.44,3446464,195822700.95,1905267,334769754.4,5351731,207338,87135,223407.0
1342,2021-02-23,63.73,140276950.87,3447778,200948440.56,1906411,341225391.43,5354189,207711,87350,223798.0
1343,2021-02-24,65.15,143257403.24,3449938,205905187.13,1909572,349162590.38,5359510,208524,87712,224690.0
1344,2021-02-25,66.14,145673510.88,3453012,209176042.93,1912070,354849553.81,5365082,209394,88002,225652.0
1345,2021-02-26,67.24,147906088.64,3455494,213414241.13,1917904,361320329.77,5373398,210268,88485,226679.0
1346,2021-02-27,68.75,151467042.37,3460173,218742286.19,1924681,370209328.56,5384854,211954,89045,228380.0
1347,2021-02-28,69.97,154050729.26,3463352,223163472.74,1927927,377214202.0,5391279,212968,89476,229585.0
1348,2021-03-01,71.64,160255593.62,3473995,226909525.93,1930628,387165119.55,5404623,214275,89858,230846.0
1349,2021-03-02,73.55,164464207.95,3479211,233707351.39,1934674,398171559.34,5413885,215749,90439,232626.0
1350,2021-03-03,75.2,167348951.42,3482134,240301541.32,1938415,407650492.74,5420549,216994,90949,233964.0
1351,2021-03-04,76.43,170575108.91,3485454,244236042.21,1941644,414811151.12,5427098,217948,91342,235273.0
1352,2021-03-05,77.76,173514674.17,3490043,249113239.59,1944872,422627913.76,5434915,219056,91824,236465.0
1353,2021-03-06,78.66,175859231.72,3493983,252172422.29,1947784,428031654.01,5441767,220549,92295,238180.0
1354,2021-03-07,79.76,179301472.68,3501148,255501441.6,1950121,434802914.28,5451269,221967,92800,239933.0
1355,2021-03-08,81.45,184299782.9,3507131,260463769.43,1953314,444763552.34,5460445,222941,93338,241114.0
1356,2021-03-09,83.3,190119030.28,3512255,265446563.74,1956407,455565594.02,5468662,224036,93880,242143.0
1357,2021-03-10,84.82,194668864.28,3520825,270154013.6,1959528,464822877.87,5480353,225538,94438,243725.0
1358,2021-03-11,89.99,198758032.83,3525549,295140648.59,1962596,493898681.42,5488145,226498,94894,244684.0
1359,2021-03-12,92.79,203212486.13,3529959,306705269.21,1965405,509917755.34,5495364,227745,95452,246171.0
1360,2021-03-13,95.46,210941779.75,3537994,314690643.09,1968481,525632422.84,5506475,229813,95984,248493.0
1361,2021-03-14,98.07,216783890.01,3543213,324123544.59,1972488,540907434.6,5515701,231546,96654,250487.0
1362,2021-03-15,99.84,220476634.25,3547240,330952312.9,1975789,551428947.15,5523029,232986,97144,252159.0
1363,2021-03-16,101.55,223878302.99,3553104,337901548.48,1979086,561779851.48,5532190,234531,97707,253966.0
1364,2021-03-17,103.47,228782439.41,3559588,344606191.83,1982155,573388631.24,5541743,235948,98242,255496.0
1365,2021-03-18,105.15,232583204.27,3566129,351205462.28,1985577,583788666.56,5551706,237080,98853,256767.0
1366,2021-03-19,106.4,236182499.53,3573093,355596568.09,1988656,591779067.63,5561749,238585,99434,258772.0
1367,2021-03-20,108.04,241051084.19,3578996,360823040.7,1991830,601874124.89,5570826,240016,99890,260301.0
1368,2021-03-21,110.16,246964785.66,3588735,368216644.63,1995479,615181430.3,5584214,241351,100563,261661.0
1369,2021-03-22,111.46,249256386.93,3592709,373983511.16,1998955,623239898.09,5591664,242194,101100,262786.0
1370,2021-03-23,112.55,251133703.07,3597034,378999202.22,2001574,630132905.29,5598608,242976,101510,263739.0
1371,2021-03-24,113.71,252834327.61,3599992,384385354.24,2003864,637219681.85,5603856,243769,101933,264711.0
1372,2021-03-25,114.49,255488548.7,3602831,386629476.44,2005920,642118025.13,5608751,244693,102177,265765.0
1373,2021-03-26,115.35,258712875.85,3608516,389161082.55,2008313,647873958.4,5616829,245608,102583,266842.0
1374,2021-03-27,116.33,261763690.54,3613206,392439873.85,2010597,654203564.39,5623803,246304,102989,267757.0
1375,2021-03-28,117.4,264411818.27,3617499,396601947.78,2012884,661013766.06,5630383,247223,103368,268873.0
1376,2021-03-29,118.49,267416007.52,3621141,400466232.54,2015454,667882240.05,5636595,247977,103766,269829.0
1377,2021-03-30,119.84,271118759.02,3624223,404984857.78,2017457,676103616.8,5641680,248784,104378,270616.0
1378,2021-03-31,120.84,273474927.42,3627041,408814942.23,2019120,682289869.65,5646161,249446,104770,271371.0
1379,2021-04-01,121.89,277088354.45,3629742,411665761.64,2020786,688754116.08,5650528,250071,105230,272162.0
1380,2021-04-02,122.78,280152382.99,3632505,414061191.71,2021608,694213574.7,5654113,250394,105634,272569.0
1381,2021-04-03,123.71,283474650.83,3635421,416585789.41,2023290,700060440.24,5658711,251006,106161,273222.0
1382,2021-04-04,124.35,285534396.99,3639024,418852927.75,2025619,704387324.73,5664643,251710,106695,273980.0
1383,2021-04-05,125.32,287797158.28,3642441,422760718.92,2027294,710557877.2,5669735,252670,107205,274991.0
1384,2021-04-06,126.15,290286356.49,3645357,425537055.92,2028958,715823412.41,5674315,253484,107600,275819.0
1385,2021-04-07,126.72,292534644.56,3651737,427542945.0,2030648,720077589.55,5682385,254891,107972,277371.0
1386,2021-04-08,128.85,295734832.27,3655877,437223808.88,2032503,732958641.15,5688380,255718,108391,278206.0
1387,2021-04-09,130.55,300094119.38,3659810,443297242.94,2034404,743391362.32,5694214,256664,108774,279088.0
1388,2021-04-10,131.75,303501360.95,3664370,447543738.86,2036300,751045099.81,5700670,257278,109102,280079.0
1389,2021-04-11,135.9,306891142.1,3669295,468784596.75,2038404,775675738.85,5707699,258239,109455,281149.0
1390,2021-04-12,137.11,309023187.12,3672865,474292856.91,2040159,783316044.02,5713024,258951,109691,281801.0
1391,2021-04-13,138.53,311040575.94,3676299,481159422.31,2042128,792199998.25,5718427,259997,110030,282797.0
1392,2021-04-14,140.85,320849889.6,3682112,485607550.72,2043561,806457440.32,5725673,260980,110369,283668.0
1393,2021-04-15,142.52,325990939.16,3685785,490735576.86,2044987,816726516.02,5730772,261823,110754,284722.0
1394,2021-04-16,144.5,333753135.48,3689226,495077031.22,2046768,828830166.7,5735994,262582,111084,285570.0
1395,2021-04-17,145.59,336838408.51,3692730,498988786.21,2048313,835827194.73,5741043,263200,111300,286289.0
1396,2021-04-18,146.43,338840281.22,3696004,502485453.28,2049726,841325734.51,5745730,263915,111518,286991.0
1397,2021-04-19,147.44,341066985.86,3698573,506617421.51,2050810,847684407.37,5749383,264242,111656,287388.0
1398,2021-04-20,148.32,343088036.44,3700796,510064900.92,2051346,853152937.36,5752142,264582,111691,287809.0
1399,2021-04-21,149.24,345780089.71,3703163,513241135.68,2052740,859021225.39,5755903,265154,111939,288325.0
1400,2021-04-22,150.08,347769774.12,3706711,516814016.44,2054040,864583790.57,5760751,265702,112194,288761.0
1401,2021-04-23,150.94,350132495.7,3710590,520229907.93,2055817,870362403.62,5766407,266693,112452,289880.0
1402,2021-04-24,151.62,351763875.8,3714512,523307993.47,2057105,875071869.27,5771617,267239,112827,290581.0
1403,2021-04-25,152.03,352807773.19,3718622,525503733.5,2058633,878311506.68,5777255,267846,113130,291266.0
1404,2021-04-26,152.74,354467228.68,3723048,528821601.2,2060036,883288829.88,5783084,268637,113401,292082.0
1405,2021-04-27,154.24,357660146.02,3728989,535447237.07,2061507,893107383.09,5790496,269722,113685,293141.0
1406,2021-04-28,155.12,360050148.48,3733598,539062169.18,2062668,899112317.67,5796266,270552,113889,294219.0
1407,2021-04-29,155.73,362076432.02,3737714,541441616.36,2063932,903518048.38,5801646,271609,114367,295447.0
1408,2021-04-30,156.66,364564183.4,3742570,545364374.02,2065857,909928557.42,5808427,273226,114736,297072.0
1409,2021-05-01,157.89,369351749.82,3756360,550450054.23,2069275,919801804.05,5825635,274719,115496,298791.0
1410,2021-05-02,159.59,371684419.63,3760895,559307963.56,2072746,930992383.19,5833641,276199,116232,300758.0
1411,2021-05-03,177.41,451427313.6,3773596,586413453.08,2076366,1037840766.68,5849962,277949,116827,302531.0
1412,2021-05-04,182.59,457332928.33,3778749,612344939.63,2079616,1069677867.97,5858365,278958,117427,303416.0
1413,2021-05-05,185.02,462537973.23,3783275,622667918.84,2082135,1085205892.08,5865410,280117,118067,304608.0
1414,2021-05-06,186.63,466427703.87,3787780,629498323.01,2084425,1095926026.88,5872205,281539,118746,306301.0
1415,2021-05-07,187.85,469558323.96,3791744,634733370.83,2086747,1104291694.79,5878491,282614,119259,307551.0
1416,2021-05-08,189.69,472679200.55,3794560,643183685.32,2088066,1115862885.86,5882626,283138,119573,308044.0
1417,2021-05-09,191.26,475484059.82,3797662,650582330.37,2090046,1126066390.19,5887708,283587,119923,308643.0
1418,2021-05-10,192.51,477685158.25,3799259,656241623.04,2090951,1133926781.29,5890210,283799,120164,309033.0
1419,2021-05-11,194.39,485030395.8,3803297,660930524.47,2091862,1145960920.27,5895159,284411,120345,309720.0
1420,2021-05-12,198.07,503668081.79,3808237,665177697.46,2093048,1168845779.25,5901285,287060,120504,312359.0
1421,2021-05-13,200.52,514681096.56,3813038,670036635.22,2095061,1184717731.78,5908099,288285,120863,313586.0
1422,2021-05-14,202.53,524492950.81,3818758,673784359.89,2097830,1198277310.7,5916588,288912,121165,314250.0
1423,2021-05-15,203.74,529603962.86,3823980,677496668.08,2100850,1207100630.94,5924830,290490,121680,315681.0
1424,2021-05-16,204.76,535177025.61,3830013,679773063.38,2103613,1214950088.98,5933626,291952,122172,317266.0
